Time,Text,City,County,State
2022-04-10 21:49:30+00:00,b'#Conservative is the new #shitwaffle. https://t.co/X08cR37vzr',,,,
2022-04-10 21:47:33+00:00,b'@AmitAryaMD That is the #Conservative way\xe2\x80\xa6they only cater to private sector &amp; wealthy folks that donate to their co\xe2\x80\xa6 https://t.co/n4QMjDZtCI',,,,
2022-04-10 21:39:37+00:00,b'#Charest.....A #Liberal Werewolf in Sheep\xe2\x80\x99s #Conservative Clothing! Time to Cry Wolf to Expose the Hypocrisy of Cha\xe2\x80\xa6 https://t.co/FJkfDqVoz5',,,,
2022-04-10 21:39:15+00:00,"b'Learning about politicians in Canada, my first time listening to Jean Charest and he does make an impression but so\xe2\x80\xa6 https://t.co/qSB6mtSIk9'",,,,
2022-04-10 21:23:20+00:00,b'@fordnation @C_Mulroney especially the #conservative ones as they want to trash the #climate for gas guzzling cars\xe2\x80\xa6 https://t.co/cFYJSqKCyy',,,,
2022-04-10 21:14:38+00:00,b'@PeterHRatcliffe Nobody I know likes a #Conservative.  It is a bad word now.',,,,
2022-04-10 21:07:44+00:00,b'@SallyMi83941850 @ChirpyChet @Femi_Sorry I\xe2\x80\x99m registered thanks and will be voting #CONSERVATIVE #NeverLabour\xe2\x80\xa6 https://t.co/5jOcuhd0yc',,,,
2022-04-10 21:03:54+00:00,b'#PATRIOT #ProtectOurChildren #CONSERVATIVE \nExposing &amp; Eradicating Child Trafficking in America - Vets 4 Child Resc\xe2\x80\xa6 https://t.co/wB7HcmmG3h',,,,
2022-04-10 20:57:23+00:00,b'@guardian Think only big political mistake #RishiSunak  made is believing he could be a future #Conservative PM\nGiv\xe2\x80\xa6 https://t.co/suAR6uUda8',,,,
2022-04-10 20:56:59+00:00,"b'Why don\'t many follow this #BibleVerses ,""turn the other cheek"" ,including many #political leaders &amp; #TalkShow host\xe2\x80\xa6 https://t.co/aXzbNtPrJt'",,,,
2022-04-10 20:56:06+00:00,"b'@RevMcCafferty lack of ethics and morals, from the #Conservative party'",,,,
2022-04-10 20:55:51+00:00,b'@FightingAnne1 RESIGN\n@BorisJohnson/#BorisTheClown\xf0\x9f\xa4\xa1(#Pennywise\xf0\x9f\x8e\x88)\n\n#CONservative\xf0\x9f\xa7\x9b\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f #GOVErnment\xf0\x9f\xa4\x93\n#JohnsonVariant\xf0\x9f\xa4\xa1\xf0\x9f\xa6\xa0\xe2\x80\xa6 https://t.co/T44z2FwDr1',,,,
2022-04-10 20:54:57+00:00,"b""@JrGellein @angeloisidorou @PierrePoilievre I saw Brett's tweet.  He's a bitter old man oil &amp; gas millionaire who h\xe2\x80\xa6 https://t.co/3Qa5EO8vLB""",,,,
2022-04-10 20:52:53+00:00,b'TedCruz: \xf0\x9f\x91\x87 https://t.co/MU9emMLHQT #conservative',,,,
2022-04-10 20:52:51+00:00,b'TedCruz: \xf0\x9f\x98\xac https://t.co/NdbUU9E1DP #conservative',,,,
2022-04-10 20:47:07+00:00,b'Up to his neck in #Russian money. \n\nA National security risk.\n\n#Conservative \n#BrexitDisaster \n#JohnsonOut75 https://t.co/JVnHvyPePU',,,,
2022-04-10 20:47:05+00:00,"b'@world360view Yet, these #scammers were put into #Conservative safe seats they were assured of winning, despite dem\xe2\x80\xa6 https://t.co/mzj8vyoi2p'",London,,,United Kingdom
2022-04-10 20:33:01+00:00,b'@mynamesnotgordy @fordnation @C_Mulroney Are you in a #Conservative (ie. gullible) riding? That seems to have something to do with it.',,,,
2022-04-10 20:27:50+00:00,b'@kisslady69 @duso27 @greenrose351 @Jdavis_Halton @fordnation Why are you commenting on a tweet about @fordnation if\xe2\x80\xa6 https://t.co/o2mJWBpjHj',,,,
