Time,Text,City,County,State
2022-04-11 12:10:28+00:00,b'\xe2\x80\x9cI want to make my own life a masterpiece.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 11:35:00+00:00,b'West Virginia!\n#MakeAmericaGreatAgain\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nTickets:',,,,
2022-04-11 11:10:17+00:00,b'\xe2\x80\x9cInactivity is death.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 10:59:40+00:00,b'Books Communists worldwide would love to burn \xf0\x9f\x94\xa5\xf0\x9f\x93\x9a\xf0\x9f\x94\xa5\n\nThe Book of Tweets \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\n\xe2\x9c\x94 All the Tweets of President Donald Trum\xe2\x80\xa6 https://t.co/yXCrXEjhq7',,,,
2022-04-11 10:36:03+00:00,"b'@Len6609 @YourAnonNews @GOP #irony regarding the @GOP : #MakeAmericaGreatAgain \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 and republicans , senators suppor\xe2\x80\xa6 https://t.co/CoAuHaFMLU'",,,,
2022-04-11 10:10:23+00:00,"b'\xe2\x80\x9cRace? It is a feeling, not a reality.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain'",,,,
2022-04-11 09:10:18+00:00,b'\xe2\x80\x9cDemocracy is beautiful in theory; in practice it is a fallacy.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 09:07:11+00:00,"b""Trump Collectible Pocket Watch. EXCL\xcc\xa1USIVE: You won't find this offer anywhere else but here! (FREE SHIPPING) \xf0\x9f\x98\xb6\n\n\xe2\x9e\xa9\xe2\x80\xa6 https://t.co/NNgOV7GuRc""",,,,
2022-04-11 08:56:28+00:00,b'GIFT: This Iconic Watch Makes a Great Gift for friends &amp; family! Today u\xcc\x97p to 80% Off! (FREE SHIPPING) \xf0\x9f\x98\x92\xe2\x80\xa6 https://t.co/LE43X6mLar',Logan,Logan County,,United States
2022-04-11 08:52:04+00:00,b'President Dona\xcc\x94ld J. Trump Collectible Pocket Watch -  Up to 80% OFF!  Today Only ! (FREE SHIPPING) \xf0\x9f\x98\x9d\xe2\x80\xa6 https://t.co/sEohM9rCod',,,,
2022-04-11 08:43:25+00:00,"b""Trump Co\xcc\x94llectible Pocket Watch. EXCLUSIVE: You won't find this offer anywhere else but here! (FREE SHIPPING) \xf0\x9f\x98\xb1\xe2\x80\xa6 https://t.co/zQ6cRWhdVI""",,,,
2022-04-11 08:30:41+00:00,"b'To honor him for decades to come, we present to you this President Donald J. Trump Collectible Pocket Watch with FR\xe2\x80\xa6 https://t.co/vOInMRUv7h'",Glasgow,Glasgow City,,United Kingdom
2022-04-11 08:29:40+00:00,b'Trump Collectible Pocket Watch - \xcc\x96Today Up to 80% OFF! (FREE SHIPPING) \xf0\x9f\x98\xb6\n\n#MondayMotivation #TrumpSupporter\xe2\x80\xa6 https://t.co/I6U1Adh7Vp',,,,
2022-04-11 08:28:39+00:00,b'Preside\xcc\x96nt Donald J. Trump Collectible Pocket Watch -  Up to 80% OFF!  Today Only ! (FREE SHIPPING) \xf0\x9f\xa5\xb0\xe2\x80\xa6 https://t.co/2R7PE6rb1C',,,,
2022-04-11 07:10:16+00:00,b'\xe2\x80\x9cThe function of a citizen and a soldier are inseparable.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 06:10:25+00:00,b'\xe2\x80\x9cWe have buried the putrid corpse of liberty\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 06:05:00+00:00,"b'3 Republicans in Senate. Mitch M, go to inform you West Virginia!\n#MakeAmericaGreatAgain\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nTickets:'",,,,
2022-04-11 05:10:24+00:00,"b'\xe2\x80\x9cLiberty is a duty, not a right.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain'",,,,
2022-04-11 04:59:51+00:00,b'The right ain\xe2\x80\x99t half bad . \xf0\x9f\x91\x80\n#MakeAmericaGreatAgain \xe2\x9c\x8a\xf0\x9f\x8f\xbe',Los Angeles,Los Angeles County,California,United States
2022-04-11 04:23:21+00:00,b'Hi @ICEgov you can team up with the amazing @FBI @CIA they know what goes around @AlamedaCounty  they know the insi\xe2\x80\xa6 https://t.co/vGsJZEOAuR',,Alameda County,California,United States
2022-04-11 04:10:30+00:00,b'\xe2\x80\x9cI admire the discipline of the American people and their sense of organization.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 03:47:47+00:00,"b'Liberals be like ""joe biden\'s the savior of the USA....""\nMe, an intellectual : ""Only Trump can truly save us and br\xe2\x80\xa6 https://t.co/WqYLF1kq3c'",,Tulare County,California,United States
2022-04-11 03:10:16+00:00,b'\xe2\x80\x9cI have stopped the talk and the nonsense. I am a man of action.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 02:52:19+00:00,b'I believe in Constitution of USA...#MakeAmericaGreatAgain https://t.co/sjS9Jg2Ka5',,,,
2022-04-11 02:31:03+00:00,"b'A New War President for The New World Order https://t.co/gCQcssX8Id #bornova, #winmetawin, #warwanarat\xe2\x80\xa6 https://t.co/eHnL5gngV3'",,,,
2022-04-11 01:10:12+00:00,b'\xe2\x80\x9cA nation of spaghetti eaters cannot restore Roman civilization!\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 00:11:29+00:00,b'Trigger Trump. #MakeAmericaGreatAgain https://t.co/alTenffCKw',,,,
2022-04-11 00:10:26+00:00,b'\xe2\x80\x9cThe Socialists ask what is our program? Our program is to smash the heads of the Socialists.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-11 00:00:27+00:00,b'PRESIDENTIAL HISTS ARE HIMOLION HORd. #MakeAmericaGreatAgain #Trump2016',,,,
2022-04-10 23:10:04+00:00,b'\xe2\x80\x9cWar cannot be waged without hating the enemy.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 22:41:37+00:00,b'Donald J. Trump Collectible Pocket Watch 80% OFF for\xcc\x94 Today (Limited Offer) \xf0\x9f\xa4\xa3\n\n\xe2\x9e\xb3https://t.co/d0TpdUvsDg\xe2\x80\xa6 https://t.co/qpbwelaxif',San Francisco,,,United States
2022-04-10 22:10:26+00:00,"b""\xe2\x80\x9cIt's good to trust others but, not to do so is much better.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain""",,,,
2022-04-10 21:58:08+00:00,b'@TomLPate1 @AngelaBelcamino @POTUS Our nation did better with your former President Trump in office than it has wit\xe2\x80\xa6 https://t.co/xuzTgH5mKM',,Logan County,Illinois,United States
2022-04-10 21:48:45+00:00,b'WATCH: Trump Helps Kid Rock Kick Off 2022 Concert Tour https://t.co/rU5DnaZCGO #MakeAmericaGreatAgain Rock and Roll\xe2\x80\xa6 https://t.co/HQbTipOaoU',,,,
2022-04-10 21:46:07+00:00,b'Trump Collectible Pocket Watch -  Up to 80% OFF!  Only Today! (FR\xcc\x8dEE SHIPPING) \xf0\x9f\x98\x99\n\n\xe2\x9e\xafhttps://t.co/MQwr6eAGXS\xe2\x80\xa6 https://t.co/wPEgk5TDpt',,,,
2022-04-10 21:20:47+00:00,b'GIFT: This Iconic Watch Mak\xcc\x94es a Great Gift for friends &amp; family! Today up to 80% Off! (FREE SHIPPING) \xf0\x9f\x98\x82\xe2\x80\xa6 https://t.co/SRU59WrhTo',,,,
2022-04-10 21:10:23+00:00,b'\xe2\x80\x9cDemocracy is talking itself to death.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 21:09:57+00:00,b'This is fucking awesome.\n\nTrump is the G.O.A.T. #KidRock #MakeAmericaGreatAgain https://t.co/4HpBTbGZwn',,,,
2022-04-10 21:05:01+00:00,b'President Donald J. Trump Collectible \xcc\x94Pocket Watch -  Up to 80% OFF!  Today Only ! (FREE SHIPPING) \xf0\x9f\xa4\xa3\n\n\xe2\x9e\xa3\xe2\x80\xa6 https://t.co/OIA2apTvVO',,New York County,New York,United States
2022-04-10 20:38:35+00:00,"b""So I got profiled today for wearing a Donald Trump hat at @Starbucks . Apparently if you go to Starbucks and don't\xe2\x80\xa6 https://t.co/AwomgjRpYR""",,,,
